;Gebietsname;Wahlberechtigte;Abgegebene;Ungültige;Gültige;ÖVP;SPÖ;FPÖ;GRÜNE;NEOS;KPÖ;EUROPA;
G61630;Kainach bei Voitsberg;1352;667;10;657;255;151;172;49;21;6;3;
G61631;Köflach;8276;3961;41;3920;994;1156;1162;292;233;50;33;
G61632;Maria Lankowitz;2389;1115;7;1108;361;315;282;77;63;4;6;
G61633;Söding-Sankt Johann;3327;1516;22;1494;641;257;327;136;110;13;10;
G61699;Wahlkarten - Voitsberg;0;2938;26;2912;913;840;532;363;210;33;21;
G61700;Weiz;72565;41750;551;41199;17214;7447;8521;4753;2670;301;293;
G61701;Albersdorf-Prebuch;1652;871;10;861;294;155;212;124;57;10;9;
G61708;Fischbach;1278;656;12;644;325;100;149;33;32;2;3;
G61710;Floing;976;446;6;440;214;86;83;33;20;2;2;
G61711;Gasen;732;507;11;496;307;90;47;29;18;2;3;
G61716;Markt Hartmannsdorf;2384;1269;17;1252;573;111;272;194;88;7;7;
G61719;Hofstätten an der Raab;1799;880;7;873;387;107;188;109;70;5;7;
G61727;Ludersdorf-Wilfersdorf;1910;937;12;925;312;157;206;153;73;6;18;
G61728;Miesenbach bei Birkfeld;584;374;8;366;184;59;91;14;17;1;0;
G61729;Mitterdorf an der Raab;1720;923;11;912;395;174;168;100;63;4;8;
G61730;Mortantsch;1713;959;22;937;385;206;164;109;61;6;6;
G61731;Naas;1148;605;15;590;287;100;132;33;33;2;3;
G61740;Puch bei Weiz;1718;823;11;812;415;121;156;68;44;4;4;
G61741;Ratten;943;447;2;445;217;120;71;20;15;1;1;
G61743;Rettenegg;599;329;8;321;174;59;62;17;9;0;0;
G61744;St. Kathrein am Hauenstein;525;331;3;328;173;62;68;10;15;0;0;
G61745;Sankt Kathrein am Offenegg;917;512;8;504;289;73;85;36;18;3;0;
G61746;St. Margarethen an der Raab;3306;1642;17;1625;705;225;368;210;99;9;9;
G61748;Sinabelkirchen;3343;1660;26;1634;637;205;552;155;68;11;6;
G61750;Strallegg;1561;885;12;873;490;138;181;22;34;6;2;
G61751;Thannhausen;1980;1050;15;1035;464;198;171;110;77;6;9;
G61756;Anger;3383;1770;30;1740;835;340;315;144;94;7;5;
G61757;Birkfeld;4191;2024;24;2000;984;257;500;149;100;6;4;
G61758;Fladnitz an der Teichalm;1473;887;16;871;481;73;216;58;35;2;6;
G61759;Gersdorf an der Feistritz;1397;822;10;812;461;57;192;64;32;2;4;
G61760;Gleisdorf;8400;3716;44;3672;1376;575;718;593;336;43;31;
G61761;Gutenberg-Stenzengreith;1462;689;6;683;257;149;134;107;29;3;4;
G61762;Ilztal;1783;908;13;895;460;87;196;93;45;8;6;
G61763;Passail;3500;1910;32;1878;891;354;381;118;102;12;20;
G61764;Pischelsdorf am Kulm;3008;1431;16;1415;575;186;369;175;84;14;12;
G61765;Sankt Ruprecht an der Raab;4215;2033;21;2012;788;247;573;255;133;8;8;
G61766;Weiz;8965;4296;64;4232;1177;1367;699;558;338;57;36;
G61799;Wahlkarten - Weiz;0;5158;42;5116;1702;1209;802;860;431;52;60;
G62000;Murtal;58050;31598;349;31249;10599;9392;6379;2427;1880;377;195;
G62007;Fohnsdorf;6416;2694;39;2655;692;893;681;202;126;41;20;
G62008;Gaal;1111;585;5;580;352;82;81;31;31;0;3;
G62010;Hohentauern;348;173;0;173;64;64;26;8;10;0;1;
G62014;Kobenz;1560;777;8;769;331;148;141;68;68;8;5;
G62021;Pusterwald;381;215;2;213;133;39;31;4;6;0;0;
G62026;Sankt Georgen ob Judenburg;710;331;4;327;146;76;53;27;16;5;4;
G62032;Sankt Peter ob Judenburg;907;478;5;473;236;93;83;30;26;2;3;
G62034;Seckau;1059;595;6;589;349;90;73;39;31;4;3;
G62036;Unzmarkt-Frauenburg;1119;606;7;599;236;133;144;36;44;4;2;
G62038;Zeltweg;5534;2296;36;2260;542;815;563;161;118;43;18;
G62039;Lobmingtal;1516;731;6;725;313;150;167;49;40;5;1;
G62040;Judenburg;8082;3250;45;3205;882;1095;755;240;178;38;17;
G62041;Knittelfeld;9071;3806;39;3767;851;1453;885;288;196;77;17;
G62042;Obdach;3161;1266;15;1251;631;264;212;65;67;7;5;
G62043;Pöls-Oberkurzheim;2524;1126;14;1112;341;379;255;69;57;6;5;
G62044;Pölstal;2221;1081;15;1066;486;221;231;50;67;5;6;
G62045;Sankt Marein-Feistritz;1611;880;6;874;339;186;191;85;58;6;9;
G62046;Sankt Margarethen bei Knittelfeld;2251;1194;8;1186;504;301;205;85;76;12;3;
G62047;Spielberg;4429;2156;28;2128;642;705;441;159;138;28;15;
G62048;Weißkirchen in Steiermark;4039;2016;11;2005;906;420;335;161;165;8;10;
G62099;Wahlkarten - Murtal;0;5342;50;5292;1623;1785;826;570;362;78;48;
G62100;Bruck-Mürzzuschlag;79342;44208;551;43657;12914;14661;8614;3849;2817;436;366;
G62105;Breitenau am Hochlantsch;1408;687;7;680;276;251;108;20;19;2;4;
G62115;Krieglach;4453;1980;25;1955;690;503;421;173;146;9;13;
G62116;Langenwang;3289;1551;22;1529;660;312;334;114;92;10;7;
G62125;Pernegg an der Mur;1940;1036;17;1019;343;285;209;99;67;7;9;
G62128;Sankt Lorenzen im Mürztal;2925;1323;9;1314;404;338;294;137;119;7;15;
G62131;Spital am Semmering;1257;685;6;679;241;182;177;38;27;6;8;
G62132;Stanz im Mürztal;1532;688;4;684;254;230;114;43;35;4;4;
G62135;Turnau;1312;688;10;678;224;238;139;36;33;3;5;
G62138;Aflenz;2062;1012;13;999;389;237;159;139;60;6;9;
G62139;Bruck an der Mur;12685;6124;93;6031;1687;1992;1190;619;431;66;46;
G62140;Kapfenberg;16543;6847;78;6769;1590;2475;1611;533;410;83;67;
G62141;Kindberg;6829;3190;46;3144;971;1111;552;238;202;41;29;
G62142;Mariazell;3095;1554;32;1522;620;466;257;71;81;12;15;
G62143;Mürzzuschlag;6733;2839;33;2806;689;1030;572;273;170;46;26;
G62144;Neuberg an der Mürz;2071;990;20;970;369;254;216;63;58;6;4;
G62145;Sankt Barbara im Mürztal;5574;2462;36;2426;637;915;541;160;136;21;16;
G62146;Sankt Marein im Mürztal;2104;954;11;943;277;245;249;77;82;9;4;
G62147;Thörl;1942;843;7;836;250;334;135;57;41;11;8;
G62148;Tragöß-Sankt Katharein;1588;753;12;741;310;188;150;36;45;5;7;
G62199;Wahlkarten - Bruck-Mürzzuschlag;0;8002;70;7932;2033;3075;1186;923;563;82;70;
G62200;Hartberg-Fürstenfeld;74362;43355;564;42791;20445;6015;9667;3961;2274;201;228;
G62202;Bad Blumau;1309;731;8;723;361;58;198;60;36;4;6;
G62205;Buch-St. Magdalena;1818;950;6;944;452;92;277;78;35;7;3;
G62206;Burgau;851;435;11;424;180;89;86;40;21;4;4;
G62209;Ebersdorf;1048;510;2;508;242;40;163;43;16;3;1;
G62211;Friedberg;2149;1086;18;1068;436;270;227;77;47;2;9;
G62214;Greinbach;1486;769;6;763;374;66;248;42;29;1;3;
G62216;Großsteinbach;1053;623;9;614;328;38;149;60;34;3;2;
G62219;Hartberg;5270;2530;25;2505;1155;295;474;391;161;10;19;
G62220;Hartberg Umgebung;1764;1035;8;1027;605;51;220;92;54;1;4;
G62226;Lafnitz;1136;696;8;688;261;176;177;40;29;2;3;
G62232;Ottendorf an der Rittschein;1322;580;6;574;299;63;136;43;29;0;4;
G62233;Pinggau;2552;1210;18;1192;621;149;268;80;67;5;2;
G62235;Pöllauberg;1731;962;9;953;561;88;210;47;41;1;5;
G62242;Sankt Jakob im Walde;868;468;5;463;271;49;97;20;21;3;2;
G62244;Sankt Johann in der Haide;1804;946;16;930;370;161;261;88;40;3;7;
G62245;Sankt Lorenzen am Wechsel;1261;663;5;658;357;80;134;44;41;1;1;
G62247;Schäffern;1101;685;11;674;424;62;138;23;21;4;2;
G62252;Söchau;1211;599;12;587;275;73;136;62;35;3;3;
G62256;Stubenberg;1846;798;10;788;383;99;172;67;54;7;6;
G62262;Wenigzell;1135;669;7;662;437;49;103;36;32;0;5;
G62264;Bad Waltersdorf;3132;1677;22;1655;810;176;416;138;94;7;14;
G62265;Dechantskirchen;1704;1013;21;992;456;205;196;64;55;10;6;
G62266;Feistritztal;2000;1038;11;1027;422;162;281;95;52;8;7;
G62267;Fürstenfeld;6942;3193;39;3154;1424;501;637;351;195;32;14;
G62268;Grafendorf bei Hartberg;2574;1398;19;1379;732;153;320;91;72;6;5;
G62269;Großwilfersdorf;1682;873;8;865;474;71;165;100;48;4;3;
G62270;Hartl;1774;983;18;965;506;83;300;43;26;2;5;
G62271;Ilz;3045;1557;27;1530;681;135;419;179;95;10;11;
G62272;Kaindorf;2406;1236;14;1222;621;140;285;101;60;8;7;
G62273;Loipersdorf bei Fürstenfeld;1549;779;11;768;398;42;248;48;24;5;3;
G62274;Neudau;1044;524;6;518;167;187;104;39;17;3;1;
G62275;Pöllau;5123;2582;29;2553;1215;453;531;206;136;7;5;
G62276;Rohr bei Hartberg;1218;662;4;658;288;131;155;51;28;1;4;
G62277;Rohrbach an der Lafnitz;2258;1194;23;1171;441;306;295;67;56;3;3;
G62278;Vorau;3943;2155;46;2109;1170;210;494;123;97;5;10;
G62279;Waldbach-Mönichwald;1253;721;10;711;382;92;159;35;41;1;1;
G62299;Wahlkarten - Hartberg-Fürstenfeld;0;4825;56;4769;1866;920;788;797;335;25;38;
G62300;Südoststeiermark;70423;38684;458;38226;18633;4894;9015;3093;2165;221;205;
G62311;Edelsbach bei Feldbach;1104;675;9;666;348;94;147;36;34;4;3;
G62314;Eichkögl;1058;534;2;532;246;51;160;45;23;3;4;
G62326;Halbenrain;1480;629;10;619;339;51;157;34;31;2;5;
G62330;Jagerberg;1376;714;11;703;387;62;206;24;20;1;3;
G62332;Kapfenstein;1284;598;4;594;317;53;155;41;22;3;3;
G62335;Klöch;1021;501;7;494;320;56;72;25;19;1;1;
G62343;Mettersdorf am Saßbach;1056;535;9;526;287;73;108;33;24;0;1;
G62347;Murfeld;1375;657;11;646;304;92;162;38;45;1;4;
G62368;Tieschen;1045;471;4;467;214;82;111;26;30;2;2;
G62372;Unterlamm;1051;495;4;491;273;33;152;12;15;4;2;
G62375;Bad Gleichenberg;4286;1733;20;1713;760;270;426;150;89;7;11;
G62376;Bad Radkersburg;2512;1096;12;1084;525;177;188;112;72;8;2;
G62377;Deutsch Goritz;1532;769;17;752;400;90;149;52;48;6;7;
G62378;Fehring;6040;2824;36;2788;1242;421;678;249;158;21;19;
G62379;Feldbach;10277;5019;56;4963;2190;733;1273;422;281;34;30;
G62380;Gnas;5030;2626;37;2589;1468;165;658;143;130;5;20;
G62381;Kirchbach-Zerlach;2702;1368;13;1355;675;116;358;103;89;6;8;
G62382;Kirchberg an der Raab;3684;1764;26;1738;756;255;489;130;90;10;8;
G62383;Mureck;2853;1324;20;1304;593;231;298;101;70;5;6;
G62384;Paldau;2615;1202;15;1187;589;169;297;66;54;4;8;
G62385;Pirching am Traubenberg;2112;1057;10;1047;567;77;253;87;55;3;5;
G62386;Riegersburg;4135;1945;27;1918;990;243;391;153;115;17;9;
G62387;Sankt Anna am Aigen;2034;851;9;842;498;66;193;39;37;5;4;
G62388;Sankt Peter am Ottersbach;2466;1032;10;1022;578;88;243;63;43;4;3;
G62389;Sankt Stefan im Rosental;3278;1674;12;1662;786;180;451;125;105;10;5;
G62390;Straden;3017;1468;17;1451;778;131;337;113;84;3;5;
G62399;Wahlkarten - Südoststeiermark;0;5123;50;5073;2203;835;903;671;382;52;27;
G70000;Tirol;543532;289387;2622;286765;122240;44329;43487;46782;25285;1681;2961;
G70099;Wahlkarten - Tirol;0;0;0;0;0;0;0;0;0;0;0;
G7A000;Innsbruck;86810;51831;434;51397;13849;9995;7210;13361;5665;509;808;
G7A099;Wahlkarten - Innsbruck;0;0;0;0;0;0;0;0;0;0;0;
G7B000;Innsbruck-Land;193223;103775;864;102911;42733;16265;16605;16514;9130;579;1085;
G7B099;Wahlkarten - Innsbruck-Land;0;0;0;0;0;0;0;0;0;0;0;
G7C000;Unterland;122933;64807;601;64206;29991;9345;10425;8744;4882;293;526;
G7C099;Wahlkarten - Unterland;0;0;0;0;0;0;0;0;0;0;0;
G7D000;Oberland;100928;48767;468;48299;24871;6480;6403;5842;4120;214;369;
G7D099;Wahlkarten - Oberland;0;0;0;0;0;0;0;0;0;0;0;
G7E000;Osttirol;39638;20207;255;19952;10796;2244;2844;2321;1488;86;173;
G7E099;Wahlkarten - Osttirol;0;0;0;0;0;0;0;0;0;0;0;
G70100;Innsbruck Stadt;86810;51831;434;51397;13849;9995;7210;13361;5665;509;808;
G70101;Innsbruck;86810;40247;318;39929;11074;7829;6220;9560;4216;397;633;
G70199;Wahlkarten - Innsbruck Stadt;0;11584;116;11468;2775;2166;990;3801;1449;112;175;
G70200;Imst;44570;20840;204;20636;9784;2702;3303;2731;1828;112;176;
G70201;Arzl im Pitztal;2370;1000;11;989;500;136;147;109;78;5;14;
G70202;Haiming;3528;1463;7;1456;528;232;300;270;114;4;8;
G70203;Imst;7465;3122;24;3098;1266;521;521;455;282;20;33;
G70204;Imsterberg;633;285;4;281;149;39;48;21;23;1;0;
G70205;Jerzens;706;273;6;267;178;19;47;13;8;2;0;
G70206;Karres;507;252;7;245;127;29;69;9;11;0;0;
G70207;Karrösten;566;250;5;245;121;55;27;18;20;1;3;
G70208;Längenfeld;3438;1249;7;1242;780;88;160;101;93;6;14;
G70209;Mieming;2823;1236;7;1229;564;134;171;187;154;6;13;
G70210;Mils bei Imst;470;234;2;232;113;18;30;30;40;1;0;
G70211;Mötz;919;356;3;353;146;55;57;55;34;3;3;
G70212;Nassereith;1667;625;5;620;304;63;115;60;61;5;12;
G70213;Obsteig;967;408;7;401;173;34;58;80;48;3;5;
G70214;Oetz;1765;766;10;756;412;58;86;113;81;2;4;
G70215;Rietz;1815;696;13;683;256;115;154;78;71;4;5;
G70216;Roppen;1349;550;6;544;254;118;70;67;31;4;0;
G70217;St. Leonhard im Pitztal;1087;426;5;421;298;19;77;8;18;1;0;
G70218;Sautens;1136;396;4;392;237;35;43;45;30;0;2;
G70219;Silz;1981;866;9;857;335;160;122;140;85;10;5;
G70220;Sölden;2179;802;8;794;576;24;88;53;49;1;3;
G70221;Stams;1111;481;6;475;214;64;85;74;38;0;0;
G70222;Tarrenz;2094;817;10;807;357;97;187;92;64;4;6;
G70223;Umhausen;2393;939;11;928;545;59;182;73;63;4;2;
G70224;Wenns;1601;563;3;560;318;52;90;45;44;5;6;
G70299;Wahlkarten - Imst;0;2785;24;2761;1033;478;369;535;288;20;38;
G70300;Innsbruck-Land;132325;74687;607;74080;29330;12058;11449;12898;7101;440;804;
G70301;Absam;5712;2893;36;2857;1067;495;364;563;315;21;32;
G70302;Aldrans;1985;1067;10;1057;463;100;120;226;135;4;9;
G70303;Ampass;1310;690;4;686;272;80;130;110;79;4;11;
G70304;Axams;4653;2128;13;2115;781;387;324;380;205;19;19;
G70305;Baumkirchen;954;487;4;483;217;61;70;76;49;2;8;
G70306;Birgitz;1113;582;5;577;254;56;84;108;65;2;8;
G70307;Ellbögen;910;517;3;514;272;62;81;56;37;1;5;
G70308;Flaurling;984;506;3;503;214;95;58;80;44;6;6;
G70309;Fritzens;1684;830;5;825;311;149;131;122;92;7;13;
G70310;Fulpmes;3096;1283;6;1277;580;192;223;153;114;4;11;
G70311;Gnadenwald;631;333;1;332;160;34;42;54;38;0;4;
G70312;Götzens;3104;1468;13;1455;594;223;228;243;146;5;16;
G70313;Gries am Brenner;993;474;5;469;217;72;117;37;23;0;3;
G70314;Gries im Sellrain;490;241;5;236;129;48;22;17;16;0;4;
G70315;Grinzens;1100;518;2;516;202;97;89;74;42;3;9;
G70317;Gschnitz;340;156;1;155;95;15;32;6;5;2;0;
G70318;Hatting;1083;539;1;538;199;100;94;79;57;2;7;
G70319;Inzing;2963;1578;11;1567;592;285;221;290;148;14;17;
G70320;Kematen in Tirol;2211;1050;10;1040;398;162;149;205;106;5;15;
G70322;Kolsass;1275;667;6;661;299;91;104;112;45;0;10;
G70323;Kolsassberg;633;307;1;306;179;21;63;25;16;2;0;
G70325;Lans;818;424;1;423;207;28;46;78;53;3;8;
G70326;Leutasch;1616;652;6;646;354;51;88;82;67;2;2;
G70327;Matrei am Brenner;724;344;2;342;147;77;46;38;32;0;2;
G70328;Mieders;1330;597;9;588;272;69;98;87;51;4;7;
G70329;Mils;3403;1863;15;1848;782;227;257;334;207;14;27;
G70330;Mühlbachl;1057;482;3;479;250;98;67;30;30;2;2;
G70331;Mutters;1614;752;5;747;336;75;94;160;75;1;6;
G70332;Natters;1607;863;4;859;374;95;125;168;85;5;7;
G70333;Navis;1617;647;6;641;386;60;114;41;36;1;3;
G70334;Neustift im Stubaital;3466;1433;8;1425;778;118;297;130;82;6;14;
G70335;Oberhofen im Inntal;1374;665;8;657;227;97;137;112;69;3;12;
G70336;Obernberg am Brenner;287;159;2;157;84;16;42;5;8;1;1;
G70337;Oberperfuss;2412;1159;10;1149;505;212;131;195;93;8;5;
G70338;Patsch;812;408;3;405;179;59;54;69;44;0;0;
G70339;Pettnau;840;397;2;395;191;64;65;42;27;1;5;
G70340;Pfaffenhofen;830;330;5;325;115;67;48;69;21;0;5;
G70341;Pfons;998;509;4;505;258;69;71;60;36;4;7;
G70342;Polling in Tirol;861;381;2;379;147;77;88;37;24;1;5;
G70343;Ranggen;829;458;6;452;211;57;64;82;33;3;2;
G70344;Reith bei Seefeld;884;406;3;403;165;40;68;72;52;1;5;
G70345;Rinn;1441;745;9;736;308;94;119;128;78;3;6;
G70346;Rum;6803;3419;36;3383;1098;736;643;558;281;29;38;
G70347;St. Sigmund im Sellrain;140;73;0;73;49;8;11;2;2;0;1;
G70348;Scharnitz;962;382;6;376;172;72;66;34;28;0;4;
G70349;Schmirn;713;413;3;410;297;30;47;18;12;2;4;
G70350;Schönberg im Stubaital;722;337;3;334;180;43;37;49;20;3;2;
G70351;Seefeld in Tirol;2050;922;6;916;483;80;124;129;88;5;7;
G70352;Sellrain;1090;415;4;411;180;135;47;23;20;3;3;
G70353;Sistrans;1744;972;1;971;417;98;105;213;128;4;6;
G70354;Hall in Tirol;9527;4584;49;4535;1383;905;733;935;461;49;69;
G70355;Steinach am Brenner;2696;1217;16;1201;574;189;186;132;104;5;11;
G70356;Telfes im Stubai;1221;601;6;595;297;72;80;71;59;4;12;
G70357;Telfs;10931;4161;45;4116;1352;821;733;758;384;24;44;
G70358;Thaur;2992;1556;18;1538;675;242;240;219;142;3;17;
G70359;Trins;1048;516;6;510;258;63;75;68;40;1;5;
G70360;Tulfes;1210;590;10;580;281;54;120;67;51;4;3;
G70361;Unterperfuss;181;65;0;65;38;8;12;3;4;0;0;
G70362;Vals;445;228;2;226;131;21;39;22;9;3;1;
G70364;Völs;5117;2609;25;2584;939;460;416;490;225;20;34;
G70365;Volders;3398;1570;17;1553;638;208;362;195;130;8;12;
G70366;Wattenberg;588;289;3;286;152;11;80;23;16;0;4;
G70367;Wattens;5995;2582;14;2568;996;430;523;381;200;12;26;
G70368;Wildermieming;707;384;5;379;183;38;56;57;40;2;3;
G70369;Zirl;6001;2622;24;2598;823;498;394;515;325;16;27;
G70399;Wahlkarten - Innsbruck-Land;0;12192;50;12142;3963;2261;1455;2901;1352;77;133;
G70400;Kitzbühel;45915;24142;224;23918;12015;3194;3495;3107;1834;90;183;
G70401;Aurach bei Kitzbühel;832;347;4;343;223;29;52;23;14;1;1;
G70402;Brixen im Thale;2010;901;7;894;524;118;98;97;50;4;3;
G70403;Fieberbrunn;3290;1503;13;1490;708;277;167;191;133;4;10;
G70404;Going am Wilden Kaiser;1296;536;6;530;279;54;97;63;29;0;8;
G70405;Hochfilzen;922;479;5;474;222;133;62;29;27;0;1;
G70406;Hopfgarten im Brixental;4211;2005;19;1986;1093;212;296;201;155;11;18;
G70407;Itter;903;465;5;460;259;52;77;39;28;2;3;
G70408;Jochberg;1169;550;3;547;269;79;119;38;36;2;4;
G70409;Kirchberg in Tirol;3677;1529;12;1517;815;212;222;138;117;8;5;
G70410;Kirchdorf in Tirol;2855;1215;6;1209;615;132;232;127;86;5;12;
G70411;Kitzbühel;5807;2402;24;2378;1164;302;343;315;222;11;21;
G70412;Kössen;2994;1308;15;1293;736;110;231;127;73;7;9;
G70413;Oberndorf in Tirol;1640;772;9;763;378;138;95;101;45;2;4;
G70414;Reith bei Kitzbühel;1128;534;4;530;307;39;65;65;45;1;8;
G70415;St. Jakob in Haus;566;286;5;281;157;39;26;35;21;2;1;
G70416;St. Johann in Tirol;6533;2935;36;2899;1312;399;480;456;224;8;20;
G70417;St. Ulrich am Pillersee;1224;575;6;569;310;52;90;62;54;0;1;
G70418;Schwendt;576;292;3;289;183;16;57;26;6;0;1;
G70419;Waidring;1525;731;6;725;370;97;120;94;33;2;9;
G70420;Westendorf;2757;1185;10;1175;670;170;126;127;75;0;7;
G70499;Wahlkarten - Kitzbühel;0;3592;26;3566;1421;534;440;753;361;20;37;
G70500;Kufstein;77018;40665;377;40288;17976;6151;6930;5637;3048;203;343;
G70501;Alpbach;1916;978;10;968;639;36;167;62;55;4;5;
G70502;Angath;748;338;2;336;160;39;68;44;22;2;1;
G70503;Bad Häring;2009;1026;8;1018;350;276;142;173;68;3;6;
G70504;Brandenberg;1219;529;6;523;321;78;72;21;24;1;6;
G70505;Breitenbach am Inn;2682;1426;18;1408;714;160;279;134;96;8;17;
G70506;Brixlegg;2252;1115;12;1103;499;152;221;147;71;5;8;
G70508;Ebbs;4072;1951;21;1930;1000;198;360;218;135;5;14;
G70509;Ellmau;1869;797;12;785;421;62;149;97;50;3;3;
G70510;Erl;1068;549;2;547;332;48;69;68;25;3;2;
G70511;Kirchbichl;4303;2134;21;2113;734;525;402;258;167;9;18;
G70512;Kramsach;3822;1886;23;1863;703;253;354;347;174;7;25;
G70513;Kufstein;12066;5251;45;5206;1842;919;936;936;492;29;52;
G70514;Kundl;3315;1378;13;1365;560;255;238;169;116;13;14;
G70515;Langkampfen;3060;1464;14;1450;600;265;292;178;94;6;15;
G70516;Mariastein;298;142;1;141;60;17;23;24;16;0;1;
G70517;Münster;2616;1240;11;1229;485;204;275;143;110;7;5;
G70518;Niederndorf;2032;1028;11;1017;540;91;207;108;62;3;6;
G70519;Niederndorferberg;488;221;3;218;132;10;45;18;11;0;2;
G70520;Radfeld;1765;768;10;758;296;114;197;82;58;2;9;
G70521;Rattenberg;259;128;0;128;47;23;26;20;6;5;1;
G70522;Reith im Alpbachtal;1998;921;7;914;518;87;155;84;62;3;5;
G70523;Rettenschöss;374;188;3;185;139;5;17;11;10;1;2;
G70524;Scheffau am Wilden Kaiser;1049;477;8;469;305;35;59;41;22;4;3;
G70525;Schwoich;1917;934;7;927;493;131;133;108;52;1;9;
G70526;Söll;2653;1175;9;1166;689;125;163;110;67;5;7;
G70527;Thiersee;2142;1239;17;1222;810;107;155;91;54;1;4;
G70528;Angerberg;1470;780;12;768;372;85;104;140;58;5;4;
G70529;Walchsee;1316;586;8;578;331;31;115;62;32;2;5;
G70530;Wildschönau;3195;1568;7;1561;994;96;255;123;81;5;7;
G70531;Wörgl;9045;3580;36;3544;1154;908;652;530;246;22;32;
G70599;Wahlkarten - Kufstein;0;4868;20;4848;1736;816;600;1090;512;39;55;
G70600;Landeck;33643;16161;157;16004;8879;2296;1648;1677;1355;45;104;
G70601;Faggen;288;115;1;114;73;8;10;13;9;0;1;
G70602;Fendels;213;103;2;101;73;5;2;7;13;0;1;
G70603;Fiss;720;239;2;237;174;9;14;12;28;0;0;
G70604;Fließ;2336;1015;10;1005;571;152;126;86;64;1;5;
G70605;Flirsch;775;337;13;324;167;51;32;41;29;3;1;
G70606;Galtür;607;260;1;259;188;12;33;12;14;0;0;
G70607;Grins;1097;416;3;413;239;69;33;44;23;2;3;
G70608;Ischgl;1228;470;2;468;363;18;48;13;25;1;0;
G70609;Kappl;2064;908;5;903;738;25;89;25;25;0;1;
G70610;Kaunerberg;327;139;1;138;105;11;13;6;3;0;0;
G70611;Kaunertal;464;247;4;243;196;14;6;17;9;1;0;
G70612;Kauns;395;160;2;158;118;7;7;20;5;1;0;
G70613;Ladis;412;146;0;146;87;6;20;16;12;3;2;
G70614;Landeck;5593;2422;32;2390;976;532;275;312;269;8;18;
G70615;Nauders;1116;417;7;410;277;35;56;20;16;2;4;
G70616;Pettneu am Arlberg;1129;500;4;496;251;81;49;64;45;1;5;
G70617;Pfunds;1960;710;4;706;415;109;85;54;38;2;3;
G70618;Pians;611;302;4;298;181;36;44;23;11;1;2;
G70619;Prutz;1332;502;3;499;258;72;56;63;41;3;6;
G70620;Ried im Oberinntal;911;353;2;351;217;39;44;29;19;1;2;
G70621;St. Anton am Arlberg;1772;717;6;711;411;38;53;107;94;2;6;
G70622;Schönwies;1321;675;8;667;267;197;80;60;58;2;3;
G70623;See;944;365;0;365;243;13;74;12;23;0;0;
G70624;Serfaus;860;330;1;329;229;20;24;28;27;0;1;
G70625;Spiss;97;29;0;29;20;4;3;2;0;0;0;
G70626;Stanz bei Landeck;478;224;5;219;123;54;8;20;14;0;0;
G70627;Strengen;974;405;6;399;215;88;48;25;19;4;0;
G70628;Tobadill;414;170;2;168;113;13;12;12;18;0;0;
G70629;Tösens;568;179;6;173;99;18;35;10;9;0;2;
G70630;Zams;2637;1226;12;1214;596;208;91;169;133;3;14;
G70699;Wahlkarten - Landeck;0;2080;9;2071;896;352;178;355;262;4;24;
G70700;Lienz;39638;20207;255;19952;10796;2244;2844;2321;1488;86;173;
G70701;Abfaltersbach;511;277;1;276;208;13;21;22;11;1;0;
G70702;Ainet;764;336;7;329;176;34;64;30;18;2;5;
G70703;Amlach;387;164;1;163;83;9;35;17;16;1;2;
G70704;Anras;993;486;5;481;332;25;70;19;31;2;2;
G70705;Assling;1484;768;18;750;501;58;81;59;44;1;6;
G70706;Außervillgraten;637;340;3;337;245;18;29;22;21;0;2;
G70707;Dölsach;1872;851;15;836;394;116;162;92;61;6;5;
G70708;Gaimberg;680;352;10;342;194;27;39;45;30;0;7;
G70709;Hopfgarten in Defereggen;590;246;7;239;189;6;23;3;18;0;0;
G70710;Innervillgraten;752;335;1;334;273;11;21;7;20;0;2;
G70711;Iselsberg-Stronach;486;187;4;183;98;30;22;13;15;3;2;
G70712;Kals am Großglockner;937;416;2;414;291;32;50;19;20;2;0;
G70713;Kartitsch;642;332;2;330;252;14;27;21;12;1;3;
G70714;Lavant;261;133;1;132;65;10;41;9;5;1;1;
G70715;Leisach;604;282;2;280;149;34;32;41;22;1;1;
G70716;Lienz;9459;4071;45;4026;1668;743;570;652;330;16;47;
G70717;Matrei in Osttirol;3830;1587;14;1573;876;102;338;128;113;4;12;
G70718;Nikolsdorf;697;351;9;342;213;31;43;29;23;2;1;
G70719;Nußdorf-Debant;2744;1209;21;1188;497;210;228;133;100;6;14;
G70720;Oberlienz;1238;557;12;545;323;46;77;63;29;3;4;
G70721;Obertilliach;565;286;6;280;213;6;31;17;12;1;0;
G70723;Prägraten am Großvenediger;945;353;7;346;238;16;55;20;13;2;2;
G70724;St. Jakob in Defereggen;701;285;2;283;198;8;31;13;32;0;1;
G70725;St. Johann im Walde;229;101;0;101;81;6;8;4;2;0;0;
G70726;St. Veit in Defereggen;536;180;4;176;120;7;21;16;10;0;2;
G70727;Schlaiten;395;186;4;182;113;16;18;17;15;1;2;
G70728;Sillian;1682;866;8;858;533;74;105;78;60;4;4;
G70729;Strassen;636;317;10;307;228;16;25;26;8;1;3;
G70731;Thurn;513;248;1;247;158;18;18;35;17;0;1;
G70732;Tristach;1158;615;2;613;309;63;79;84;70;3;5;
G70733;Untertilliach;183;72;3;69;53;2;6;6;2;0;0;
